"행정구역별(1)","행정구역별(2)",인구현황별(1),인구현황별(2),2019
"전라북도","익산시",연령별 (명),65세이상(고령),53525
"전라북도","익산시",외국인등록인구수 (명),소계,5145
"전라북도","익산시",외국인등록인구수 (명),남자,2679
"전라북도","익산시",외국인등록인구수 (명),여자,2466
"전라북도","익산시",인구밀도 (명/㎢),소계,568.11
"전라북도","익산시",인구증가율 (%),소계,-2.14
"전라북도","정읍시",면적 (㎢),소계,693.04
"전라북도","정읍시",전년말주민등록인구수 (명),소계,112169
"전라북도","정읍시",성별 (명),소계,110541
"전라북도","정읍시",성별 (명),남자,54736
"전라북도","정읍시",성별 (명),여자,55805
"전라북도","정읍시",연령별 (명),소계,110541
"전라북도","정읍시",연령별 (명),0~14세(유소년),11456
"전라북도","정읍시",연령별 (명),15~64세(생산가능),69595
"전라북도","정읍시",연령별 (명),65세이상(고령),29490
"전라북도","정읍시",외국인등록인구수 (명),소계,2874
"전라북도","정읍시",외국인등록인구수 (명),남자,1820
"전라북도","정읍시",외국인등록인구수 (명),여자,1054
"전라북도","정읍시",인구밀도 (명/㎢),소계,159.50
"전라북도","정읍시",인구증가율 (%),소계,-1.45
"전라북도","남원시",면적 (㎢),소계,752.19
"전라북도","남원시",전년말주민등록인구수 (명),소계,82554
"전라북도","남원시",성별 (명),소계,81441
"전라북도","남원시",성별 (명),남자,39884
"전라북도","남원시",성별 (명),여자,41557
"전라북도","남원시",연령별 (명),소계,81441
"전라북도","남원시",연령별 (명),0~14세(유소년),8719
"전라북도","남원시",연령별 (명),15~64세(생산가능),50672
"전라북도","남원시",연령별 (명),65세이상(고령),22050
"전라북도","남원시",외국인등록인구수 (명),소계,1022
"전라북도","남원시",외국인등록인구수 (명),남자,446
"전라북도","남원시",외국인등록인구수 (명),여자,576
"전라북도","남원시",인구밀도 (명/㎢),소계,108.27
"전라북도","남원시",인구증가율 (%),소계,-1.35
"전라북도","김제시",면적 (㎢),소계,545.86
"전라북도","김제시",전년말주민등록인구수 (명),소계,85331
"전라북도","김제시",성별 (명),소계,83895
"전라북도","김제시",성별 (명),남자,41624
"전라북도","김제시",성별 (명),여자,42271
"전라북도","김제시",연령별 (명),소계,83895
"전라북도","김제시",연령별 (명),0~14세(유소년),7680
"전라북도","김제시",연령별 (명),15~64세(생산가능),50565
"전라북도","김제시",연령별 (명),65세이상(고령),25650
"전라북도","김제시",외국인등록인구수 (명),소계,2029
"전라북도","김제시",외국인등록인구수 (명),남자,1417
"전라북도","김제시",외국인등록인구수 (명),여자,612
"전라북도","김제시",인구밀도 (명/㎢),소계,153.69
"전라북도","김제시",인구증가율 (%),소계,-1.68
"전라북도","완주군",면적 (㎢),소계,821.06
"전라북도","완주군",전년말주민등록인구수 (명),소계,94444
"전라북도","완주군",성별 (명),소계,92220
"전라북도","완주군",성별 (명),남자,47290
"전라북도","완주군",성별 (명),여자,44930
"전라북도","완주군",연령별 (명),소계,92220
"전라북도","완주군",연령별 (명),0~14세(유소년),11799
"전라북도","완주군",연령별 (명),15~64세(생산가능),59983
"전라북도","완주군",연령별 (명),65세이상(고령),20438
"전라북도","완주군",외국인등록인구수 (명),소계,3661
"전라북도","완주군",외국인등록인구수 (명),남자,2159
"전라북도","완주군",외국인등록인구수 (명),여자,1502
"전라북도","완주군",인구밀도 (명/㎢),소계,112.32
"전라북도","완주군",인구증가율 (%),소계,-2.35
"전라북도","진안군",면적 (㎢),소계,789.09
"전라북도","진안군",전년말주민등록인구수 (명),소계,25963
"전라북도","진안군",성별 (명),소계,25697
"전라북도","진안군",성별 (명),남자,12966
"전라북도","진안군",성별 (명),여자,12731
"전라북도","진안군",연령별 (명),소계,25697
"전라북도","진안군",연령별 (명),0~14세(유소년),2151
"전라북도","진안군",연령별 (명),15~64세(생산가능),14933
"전라북도","진안군",연령별 (명),65세이상(고령),8613
"전라북도","진안군",외국인등록인구수 (명),소계,373
"전라북도","진안군",외국인등록인구수 (명),남자,158
"전라북도","진안군",외국인등록인구수 (명),여자,215
"전라북도","진안군",인구밀도 (명/㎢),소계,32.57
"전라북도","진안군",인구증가율 (%),소계,-1.02
"전라북도","무주군",면적 (㎢),소계,631.76
"전라북도","무주군",전년말주민등록인구수 (명),소계,24589
"전라북도","무주군",성별 (명),소계,24303
"전라북도","무주군",성별 (명),남자,12090
"전라북도","무주군",성별 (명),여자,12213
"전라북도","무주군",연령별 (명),소계,24303
"전라북도","무주군",연령별 (명),0~14세(유소년),2177
"전라북도","무주군",연령별 (명),15~64세(생산가능),14235
"전라북도","무주군",연령별 (명),65세이상(고령),7891
"전라북도","무주군",외국인등록인구수 (명),소계,233
"전라북도","무주군",외국인등록인구수 (명),남자,73
"전라북도","무주군",외국인등록인구수 (명),여자,160
"전라북도","무주군",인구밀도 (명/㎢),소계,38.47
"전라북도","무주군",인구증가율 (%),소계,-1.16
"전라북도","장수군",면적 (㎢),소계,533.20
"전라북도","장수군",전년말주민등록인구수 (명),소계,23221
"전라북도","장수군",성별 (명),소계,22441
"전라북도","장수군",성별 (명),남자,11165
"전라북도","장수군",성별 (명),여자,11276
"전라북도","장수군",연령별 (명),소계,22441
"전라북도","장수군",연령별 (명),0~14세(유소년),2063
"전라북도","장수군",연령별 (명),15~64세(생산가능),13074
"전라북도","장수군",연령별 (명),65세이상(고령),7304
"전라북도","장수군",외국인등록인구수 (명),소계,377
"전라북도","장수군",외국인등록인구수 (명),남자,181
"전라북도","장수군",외국인등록인구수 (명),여자,196
"전라북도","장수군",인구밀도 (명/㎢),소계,42.09
"전라북도","장수군",인구증가율 (%),소계,-3.36
"전라북도","임실군",면적 (㎢),소계,597.22
"전라북도","임실군",전년말주민등록인구수 (명),소계,30072
"전라북도","임실군",성별 (명),소계,28902
"전라북도","임실군",성별 (명),남자,14659
"전라북도","임실군",성별 (명),여자,14243
"전라북도","임실군",연령별 (명),소계,28902
"전라북도","임실군",연령별 (명),0~14세(유소년),2397
"전라북도","임실군",연령별 (명),15~64세(생산가능),16675
"전라북도","임실군",연령별 (명),65세이상(고령),9830
"전라북도","임실군",외국인등록인구수 (명),소계,342
"전라북도","임실군",외국인등록인구수 (명),남자,151
"전라북도","임실군",외국인등록인구수 (명),여자,191
"전라북도","임실군",인구밀도 (명/㎢),소계,48.39
"전라북도","임실군",인구증가율 (%),소계,-3.89
"전라북도","순창군",면적 (㎢),소계,495.79
"전라북도","순창군",전년말주민등록인구수 (명),소계,29209
"전라북도","순창군",성별 (명),소계,28382
"전라북도","순창군",성별 (명),남자,13756
"전라북도","순창군",성별 (명),여자,14626
"전라북도","순창군",연령별 (명),소계,28382
"전라북도","순창군",연령별 (명),0~14세(유소년),2756
"전라북도","순창군",연령별 (명),15~64세(생산가능),16314
"전라북도","순창군",연령별 (명),65세이상(고령),9312
"전라북도","순창군",외국인등록인구수 (명),소계,395
"전라북도","순창군",외국인등록인구수 (명),남자,159
"전라북도","순창군",외국인등록인구수 (명),여자,236
"전라북도","순창군",인구밀도 (명/㎢),소계,57.25
"전라북도","순창군",인구증가율 (%),소계,-2.83
"전라북도","고창군",면적 (㎢),소계,607.48
"전라북도","고창군",전년말주민등록인구수 (명),소계,57041
"전라북도","고창군",성별 (명),소계,55504
"전라북도","고창군",성별 (명),남자,27418
"전라북도","고창군",성별 (명),여자,28086
"전라북도","고창군",연령별 (명),소계,55504
"전라북도","고창군",연령별 (명),0~14세(유소년),4751
"전라북도","고창군",연령별 (명),15~64세(생산가능),32383
"전라북도","고창군",연령별 (명),65세이상(고령),18370
"전라북도","고창군",외국인등록인구수 (명),소계,963
"전라북도","고창군",외국인등록인구수 (명),남자,511
"전라북도","고창군",외국인등록인구수 (명),여자,452
"전라북도","고창군",인구밀도 (명/㎢),소계,91.37
"전라북도","고창군",인구증가율 (%),소계,-2.69
"전라북도","부안군",면적 (㎢),소계,493.18
"전라북도","부안군",전년말주민등록인구수 (명),소계,54441
"전라북도","부안군",성별 (명),소계,53295
"전라북도","부안군",성별 (명),남자,26473
"전라북도","부안군",성별 (명),여자,26822
"전라북도","부안군",연령별 (명),소계,53295
"전라북도","부안군",연령별 (명),0~14세(유소년),4432
"전라북도","부안군",연령별 (명),15~64세(생산가능),31880
"전라북도","부안군",연령별 (명),65세이상(고령),16983
"전라북도","부안군",외국인등록인구수 (명),소계,855
"전라북도","부안군",외국인등록인구수 (명),남자,489
"전라북도","부안군",외국인등록인구수 (명),여자,366
"전라북도","부안군",인구밀도 (명/㎢),소계,108.06
"전라북도","부안군",인구증가율 (%),소계,-2.11
"전라남도","소계",면적 (㎢),소계,12345.21
"전라남도","소계",전년말주민등록인구수 (명),소계,1882970
"전라남도","소계",성별 (명),소계,1868745
"전라남도","소계",성별 (명),남자,937674
"전라남도","소계",성별 (명),여자,931071
"전라남도","소계",연령별 (명),소계,1868745
"전라남도","소계",연령별 (명),0~14세(유소년),218428
"전라남도","소계",연령별 (명),15~64세(생산가능),1227769
"전라남도","소계",연령별 (명),65세이상(고령),422548
"전라남도","소계",외국인등록인구수 (명),소계,34638
"전라남도","소계",외국인등록인구수 (명),남자,22223
"전라남도","소계",외국인등록인구수 (명),여자,12415
"전라남도","소계",인구밀도 (명/㎢),소계,151.37
"전라남도","소계",인구증가율 (%),소계,-0.76
"전라남도","목포시",면적 (㎢),소계,51.62
"전라남도","목포시",전년말주민등록인구수 (명),소계,232327
"전라남도","목포시",성별 (명),소계,229861
"전라남도","목포시",성별 (명),남자,114565
"전라남도","목포시",성별 (명),여자,115296
"전라남도","목포시",연령별 (명),소계,229861
"전라남도","목포시",연령별 (명),0~14세(유소년),32256
"전라남도","목포시",연령별 (명),15~64세(생산가능),161518
"전라남도","목포시",연령별 (명),65세이상(고령),36087
"전라남도","목포시",외국인등록인구수 (명),소계,3314
"전라남도","목포시",외국인등록인구수 (명),남자,1948
"전라남도","목포시",외국인등록인구수 (명),여자,1366
"전라남도","목포시",인구밀도 (명/㎢),소계,4452.94
